#authid,"status",sext,sneu,sagr,scon,sopn,cext,cneu,cagr,ccon,copn
b7b7764cfa1c523e4e93ab2a79a946c4,"is tried she would sleep but threes a cat on her desk that requires supervision",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"i dont hate you well you found me congratulations was it worth it the only thing you managed to break so far is my heart this inst brave its murder what did i ever do to you you dont care do you please proceed to madrid hell",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"needs a stupid fluffy book to read between experiences of normally",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"will be up very late so she can ride with her dad to the airport to pick up her mamacita from a as of now 11:20 pm landing in from illinois",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"is in complete love with the blackberry her om just surprised her with and yes she is so excited that caps are completely necessary <3 <3 <3 <3 <3<3",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"is looking forward to early january not the birthday per se but the potential to meet a good friend :)",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"needs to stop listening to her normal plaits if she wants to stop waking up feeling like sheds missed something big",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"pew toxic gas into your personal air bubble its super effective",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"has a comfortably coman and mildly versed cotton jacket from wal*mart. rays its so soft <3 <3 <3",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"thinks video play was some as it should be sleep though she beck sweetly with the promise of dreams and pillow-related comfort night all",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"just made a nucketful of cooks and a bunch of baked fires :) yes i am awesome.",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"has made more cooks as well as a bunch of croissants for breakfast and pities in various blankets for tomorrow afternoon despite the late//early hours this is only further awesomeness.",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"has a fair idea of how to manage the 2.5 kid cliche... she just needs a very strong gentleman named *propname* and thirteen wet napkins",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"saw up also saw two chuck boris moves ffffffffffff- widest mix ever",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"has an boot lunchbox, and can therefore die happy now :) in other news she has also spent the last three hours on an off reading a comic that started in 1999.",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,", in the post officer with the long-overdue copy of photoshop for a friend i win at the game of clue",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"clakclakclak rawrrrrr me haxxxxxx rwrrrrrrrr lolzlolzlolzlolz mi so hood punt stooped no",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"we are not who you think we are we are golden",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"i am a lumberjack with a castor hat",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"the day you wake up and realize you just slept twelve hours and still want to sleep some more is the day you need to get back on a regular sleeping schedule",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"actually doesn mind coloring with makers as much as she thought hay for coloring vividly creep villainesses! d",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"thinks maybe singing along with the radio during most of the eight-hour ride home didn help her throat//cough//chestcold thingvery much",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"drove to a gas station number of times sent into a panic behind the wheel 6. i hate 40 pm bones d",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"a great new year to everybody :) <3 make the best of everything you see and never let the bad stuff keep you down for long",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"has 48 hours to do pretty much all her break work clean her room do the dishes rearrange the furniture in her room and active drop sins maybe a dozen more times d why not right",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"is open to requests",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"is frankly at a loss as far as her current internal project",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"is non stay awake all night then i should be able to just pass out at 9 pm tomorrow today",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"canst sleep remedies",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"why are the people i want to talk to never online when i am",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"needs to stop stressing over her personal stuff homework beck with a bejeweled, sirin claw and i must answer tethered by iron to the responsibilities of real life",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"is in love with her hair today <3",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"was right :) today was pretty much fantastic all around",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"feels tomorrow will be a busy and very nice day :)",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"is in the last day of her today mad dash to finish can she get all her work done it time",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"is it a problem if my main reason to come to ebook now is to join groups and become a fan of things",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"had a three hour nap this afternoon and canst sleep because of it",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"my dogs are so hood",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"is on a roll one short of a turkey now",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"canst breathe and feels like her inside are cawing their way out through her belly button i hate pain",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"is reflecting on it and is actually very happy sheds not in i right now",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"has her class ring in with its changes who who <3 d",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"kiss kiss lick <3",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"is too lazy to put her stuff back in order maybe tomorrow",2.65,3,3.15,3.25,4.4,n,y,n,n,y
b7b7764cfa1c523e4e93ab2a79a946c4,"has a serious crush on *propname*. <3",2.65,3,3.15,3.25,4.4,n,y,n,n,y
318bf822d4f2bd3920367560218619c0,"has bed bugs..... ewwwww!",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"and mosquito bites",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"mondays are the new thursdays anthony ordain + *propname*  = forgetting your financial troubles",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is annoyed with herself",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is not turning on her cell at the moment or for the next few days dont take it personally",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is trying to figure out everything.....",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"wants no more friend or boyfriend drama drama",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is out for the count",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"its the little things in life fresh flowers katie ion netflix instant moves",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is hummed the instant movie didn pull through",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"wants to go to paris anyone care to accompany me",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"one minute at a time",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"loves avoiding burning a whole in her pocket lesportsac purses and dad reload",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"really hate californians economy right now",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"i lost.....my ex is in a relationship before me",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is having a great day so far thanks to santa paula noon meetings and my mimi",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is *propname*'s restrain",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"misses the ability to drive",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"mi failed de la did de mexico sat qui necesito que arctic mi espanol.",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is wearing red lipstick, watching moves hot boys and her mother screech at the family dog..... random doesn even begin to describe this scene",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"anthony ordain bliss",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"rob tax tried charging me $140 dollars to process my taxes my om did it for free fuck you rob tax and thanks om for saving the day",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is on her way up north to face her judgement",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"target is my savior sands dresses and shirts oh my",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is slightly smitten with the phoenix family its weird i know",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is hoping to finally get a break tomorrow",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"hosanna is just getting carer and carer or more stupid",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"feels like a bu without legs",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"having a job again is weird but welcomed",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is 3 years to go",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"s electronics are giving out",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is celebrating her th day with deign and work whahooo! not",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is in love with her new black peacoat. who else is pumped its fall",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is sick in an way sheds never been physically sick before feels like a hanover mixed with the feu mixed with weakness and nausea",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"hate the business that is the united states heather system",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"thinks rhianna's italian vogue photoshoot is in bad taste and inappropriate yuck.",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is excited for bc thursdays especially excited for community",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is in love with *propname*.",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"la vie en rose there are no words absolutely brilliant honest and beautiful movie",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is flashing lights any style",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"i got a break a $3000 heather break whoooooo",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is actually going to see someone besides my mother on my day off no offense mimi u r fabulous but mi turning into a 13 year old not out of the closet yet gay man by the amount of time i spend with you",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"arggggggggggggg!!!!!!!",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"true blood is getting me in the halloween spirit damn bill is hot",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"michael scott dancing in the ooze cruise episode is really entertaining to me right now",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"the officer cleaning and hanging con mi made are my drugs of choice this evening",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"rip prague nights fall seems 2007",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"needs a hot hair cut anyone know where i can get a fierce one for under 50 in act",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"wants to know when she became a single 35-year-old lady tonight i visited a dating site and watched accidentally on purpose and felt for the characters seriously",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is ready for her day off",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"life is looking up",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is excited to kick it old school with an old friend in a new place",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"why does netflix need me to have at least 6 vs in my queue i think 5 is quite enough thank you gluttonous merci",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is discovering her love for work",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"money teeth cleaning g-ma's, bus top secret errand target ordre dress for $40(!!!), some warm and coman theme as shopping spending time with mimi coffee sephora.com, the officer stepping outside and forgetting how cold it gets without proper coverage productive and selfindulgent bliss not a bad day off",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"wants to find a way to san far after the new year",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is in love with *propname*.",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is going to start using disposal camera again she agrees with stepan that the anticipation of not knowing what will show up is very missed",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"thank you to everyone who sent me ff love and made my birthday more special than i could ever have imagined mi sooooooo lucky to have so many great souls in my life",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is very excite for today and this weekend",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"its a beautiful fall day in southern california",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"s am is the coolest",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"wishes she was moving on up in the world but at least she has aime to get her through it",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"today is my 2 month birthday",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"intervention heroine and anal and crack oh my",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"is having a bad day not even target shoes nor a good guacamole cars jr burgher could bring me up",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"summer heights high aime joan and mr g mi hooked on chris lily",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"m amy pole is rocking my world right now seriously the bad date ran was hysterical to that shit and by that shit i mean park and recreation",4.5,4,3,4.5,3.75,y,y,n,y,n
318bf822d4f2bd3920367560218619c0,"ten moves to watch right now and some you can instant netflix) 1. la vie en rose 2. shrink if you love law 3. paris je'taime if you love paris 3. clay pigeons (*propname* is priceless 4. quill 5. away we go 6. sunshine cleaning 7. a league of their own 8. smart people i heart *propname*'s page and spy 9. frost//nixon 10. doubt",4.5,4,3,4.5,3.75,y,y,n,y,n
ecbddbfe00e0f83cfdb802a7186061c7,"is stuck on band-aid brand zu band-aid's stuck on me",4.3,2.15,3.6,3.3,4.1,y,n,y,n,y
ecbddbfe00e0f83cfdb802a7186061c7,"just going to grab some raw fish................",4.3,2.15,3.6,3.3,4.1,y,n,y,n,y
ecbddbfe00e0f83cfdb802a7186061c7,"saw hp6... funny lots of some awkward silence but the scriptwriter needs to have his fingers broken not only did they achieve new and improved levels of editing important plot elements out but they are getting increasingly more creative with the n",4.3,2.15,3.6,3.3,4.1,y,n,y,n,y
ecbddbfe00e0f83cfdb802a7186061c7,"need to learn my patterns again awesome...",4.3,2.15,3.6,3.3,4.1,y,n,y,n,y
ecbddbfe00e0f83cfdb802a7186061c7,"free spree day",4.3,2.15,3.6,3.3,4.1,y,n,y,n,y
ecbddbfe00e0f83cfdb802a7186061c7,"has got to stop waking up at 1pm...",4.3,2.15,3.6,3.3,4.1,y,n,y,n,y
ecbddbfe00e0f83cfdb802a7186061c7,"is not feeling exactly top-notch...",4.3,2.15,3.6,3.3,4.1,y,n,y,n,y
ecbddbfe00e0f83cfdb802a7186061c7,"will have too many notifications at the next log in",4.3,2.15,3.6,3.3,4.1,y,n,y,n,y
ecbddbfe00e0f83cfdb802a7186061c7,"first day of school done finances are going to be the end of me",4.3,2.15,3.6,3.3,4.1,y,n,y,n,y
ecbddbfe00e0f83cfdb802a7186061c7,"is tired and for some reason is looking forward to classes starting",4.3,2.15,3.6,3.3,4.1,y,n,y,n,y
ecbddbfe00e0f83cfdb802a7186061c7,"2 months of hell yet again fig",4.3,2.15,3.6,3.3,4.1,y,n,y,n,y
ecbddbfe00e0f83cfdb802a7186061c7,"got to play with fire in front of a crowd yay!!!",4.3,2.15,3.6,3.3,4.1,y,n,y,n,y
